City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Aborlan,PH,2021-12-09 16:02:04,9.4352,118.5492,77.5,87,86,8.97
296,Nouadhibou,MR,2021-12-09 15:59:33,20.931,-17.0347,76.98,36,100,13.8
297,Brzeziny,PL,2021-12-09 16:02:04,51.8002,19.7514,28.96,86,95,10.04
298,Srednekolymsk,RU,2021-12-09 16:02:04,67.45,153.6833,-31.4,100,100,1.3
299,Margate,GB,2021-12-09 16:02:05,51.3813,1.3862,44.04,77,85,1.01
300,Tarko-Sale,RU,2021-12-09 16:02:05,64.9225,77.785,0.95,97,66,8.72
301,Cartagena Del Chaira,CO,2021-12-09 16:02:06,1.3349,-74.8429,88.68,51,39,6.26
302,Rafaela,AR,2021-12-09 15:59:07,-31.2503,-61.4867,89.98,26,8,4.0
303,Pacific Grove,US,2021-12-09 16:02:07,36.6177,-121.9166,52.09,88,100,3.0
304,Ixtapa,MX,2021-12-09 16:00:13,20.7,-105.2,83.16,24,12,2.08
305,Helong,CN,2021-12-09 15:58:49,42.5397,128.9972,30.13,85,100,2.42
306,Scalea,IT,2021-12-09 16:02:07,39.813,15.7956,51.33,75,100,12.35
307,Yuncheng,CN,2021-12-09 16:02:08,35.0231,110.9928,42.19,56,2,4.09
308,Corner Brook,CA,2021-12-09 16:02:08,48.9667,-57.9484,24.96,92,100,9.46
309,Dingle,PH,2021-12-09 16:02:08,10.9995,122.6711,74.89,89,99,10.29
310,Shingu,JP,2021-12-09 16:02:09,33.7333,135.9833,50.7,77,41,4.72
311,Ligayan,PH,2021-12-09 16:02:09,4.6533,119.4706,81.99,81,100,16.08
312,San-Pedro,CI,2021-12-09 16:02:10,4.7485,-6.6363,83.93,70,21,8.28
313,Sadon,RU,2021-12-09 16:02:10,42.8518,44.0037,36.95,89,100,2.26
314,Ulladulla,AU,2021-12-09 16:02:10,-35.35,150.4667,61.77,95,99,16.13
315,Sao Jose Da Coroa Grande,BR,2021-12-09 16:02:11,-8.8978,-35.1478,85.1,66,79,13.11
316,College,US,2021-12-09 16:02:11,64.8569,-147.8028,12.15,79,90,4.61
317,Belmonte,BR,2021-12-09 16:02:11,-15.8631,-38.8828,78.37,86,100,8.08
318,Pevek,RU,2021-12-09 15:59:17,69.7008,170.3133,-16.53,94,100,13.73
319,Canutama,BR,2021-12-09 16:02:12,-6.5339,-64.3831,81.28,87,100,2.04
320,Mundo Nuevo,MX,2021-12-09 16:02:12,18.7,-95.5,78.1,83,82,3.36
321,Pietarsaari,FI,2021-12-09 16:02:12,63.65,22.6833,15.89,84,99,12.33
322,Qobustan,AZ,2021-12-09 16:02:13,40.0824,49.412,50.11,81,59,12.28
323,Ellisras,ZA,2021-12-09 16:02:13,-23.6649,27.7443,81.1,47,100,5.08
324,Hualmay,PE,2021-12-09 16:02:13,-11.0964,-77.6139,70.68,74,100,8.5
325,Sapang Buho,PH,2021-12-09 16:02:14,15.5917,121.1222,68.23,86,91,5.46
326,Hoi An,VN,2021-12-09 16:02:14,15.8794,108.335,71.56,78,9,7.29
327,Biak,ID,2021-12-09 16:02:14,-0.9131,122.8766,77.0,84,22,3.4
328,San Clemente,US,2021-12-09 16:02:15,33.427,-117.612,59.31,90,93,5.99
329,Myanaung,MM,2021-12-09 16:02:15,18.2833,95.3167,74.43,75,64,4.47
330,Meulaboh,ID,2021-12-09 16:02:15,4.1363,96.1285,78.4,85,79,2.21
331,Brae,GB,2021-12-09 16:02:16,60.3964,-1.353,44.51,76,88,17.31
332,Villazon,BO,2021-12-09 16:02:16,-22.0866,-65.5942,60.33,55,100,15.28
333,Cherskiy,RU,2021-12-09 15:59:04,68.75,161.3,-43.35,100,89,4.99
334,Glendive,US,2021-12-09 16:02:16,47.1053,-104.7125,27.23,77,1,12.66
335,Hay River,CA,2021-12-09 16:02:17,60.8156,-115.7999,4.19,96,99,5.23
336,Cravo Norte,CO,2021-12-09 16:02:17,6.3017,-70.2041,89.55,47,99,10.83
337,Portland,US,2021-12-09 16:00:09,45.5234,-122.6762,41.36,93,99,4.0
338,Lebedyan,RU,2021-12-09 16:02:18,53.0194,39.1664,30.87,95,100,11.23
339,Sisimiut,GL,2021-12-09 16:02:18,66.9395,-53.6735,16.38,72,5,4.47
340,Honningsvag,NO,2021-12-09 16:02:18,70.9821,25.9704,20.95,79,40,24.16
341,Sitka,US,2021-12-09 15:59:14,57.0531,-135.33,36.27,88,100,12.57
342,Komsomolskiy,UZ,2021-12-09 16:02:19,40.4272,71.7189,38.62,75,0,2.3
343,Atambua,ID,2021-12-09 16:02:19,-9.1061,124.8925,75.2,88,100,2.51
344,Pleszew,PL,2021-12-09 16:02:19,51.8964,17.7855,32.61,92,100,5.06
345,Pochutla,MX,2021-12-09 16:02:20,15.7432,-96.4661,85.82,51,7,3.31
346,Trat,TH,2021-12-09 16:02:20,12.5,102.5,73.76,82,98,5.53
347,Tommot,RU,2021-12-09 16:02:20,58.9564,126.2925,-9.4,99,87,2.73
348,Dubbo,AU,2021-12-09 16:00:32,-32.25,148.6167,46.53,93,0,3.44
349,Belyy Yar,RU,2021-12-09 16:02:21,53.6039,91.3903,8.85,57,0,11.18
350,Maksatikha,RU,2021-12-09 16:02:21,57.797,35.8825,-1.28,99,63,1.83
351,Farmington,US,2021-12-09 16:02:22,36.7281,-108.2187,39.88,76,90,4.61
352,Autazes,BR,2021-12-09 16:02:22,-3.5797,-59.1306,89.87,60,99,2.73
353,Roald,NO,2021-12-09 16:02:22,62.5833,6.1333,41.14,52,0,17.27
354,Caravelas,BR,2021-12-09 15:59:10,-17.7125,-39.2481,71.6,98,100,2.98
355,Rosarito,MX,2021-12-09 16:02:23,32.3333,-117.0333,59.09,87,91,5.7
356,Camopi,GF,2021-12-09 16:01:27,3.1655,-52.3158,85.8,68,99,4.83
357,Maarianhamina,AX,2021-12-09 16:02:23,60.0973,19.9348,31.86,69,0,16.11
358,Hambantota,LK,2021-12-09 16:02:23,6.1241,81.1185,75.54,94,20,2.3
359,Puerto Escondido,MX,2021-12-09 16:02:24,15.85,-97.0667,84.33,60,18,3.4
360,Killybegs,IE,2021-12-09 16:02:24,54.6333,-8.45,47.91,75,95,25.66
361,Limoges,FR,2021-12-09 16:02:24,45.75,1.3333,38.01,93,90,10.36
362,Morant Bay,JM,2021-12-09 16:02:25,17.8815,-76.4093,85.62,63,3,8.9
363,Shymkent,KZ,2021-12-09 15:55:55,42.3,69.6,43.39,36,0,6.71
364,Turinsk,RU,2021-12-09 16:02:25,58.0458,63.696,22.48,89,100,7.07
365,Panaba,MX,2021-12-09 16:02:25,21.2833,-88.2667,84.09,58,46,10.38
366,Pemangkat,ID,2021-12-09 16:02:26,1.1667,108.9667,79.2,86,100,9.04
367,Mazamet,FR,2021-12-09 16:02:26,43.49,2.373,45.09,92,90,3.44
368,Padang,ID,2021-12-09 16:00:33,-0.9492,100.3543,77.05,89,100,2.86
369,Bilma,NE,2021-12-09 16:00:04,18.6853,12.9164,73.69,10,6,7.96
370,Yellowknife,CA,2021-12-09 15:59:15,62.456,-114.3525,-8.72,76,40,9.22
371,Fortuna,US,2021-12-09 15:59:28,40.5982,-124.1573,43.36,73,1,6.91
372,Eydhafushi,MV,2021-12-09 16:02:27,5.1033,73.0708,81.86,75,100,7.54
373,Ahuimanu,US,2021-12-09 16:02:27,21.4447,-157.8378,74.86,76,76,19.69
374,Marrakesh,MA,2021-12-09 16:00:10,31.6315,-8.0083,66.27,45,0,12.66
375,Kaoma,ZM,2021-12-09 16:02:28,-14.7833,24.8,84.6,32,88,3.87
376,Okha,RU,2021-12-09 16:02:29,53.5739,142.9478,19.04,87,74,8.99
377,Cabedelo,BR,2021-12-09 16:00:48,-6.9811,-34.8339,84.83,68,100,13.78
378,Port Macquarie,AU,2021-12-09 16:02:29,-31.4333,152.9167,64.36,93,88,5.7
379,Guerrero Negro,MX,2021-12-09 16:02:30,27.9769,-114.0611,62.56,75,100,2.82
380,Lorengau,PG,2021-12-09 16:02:30,-2.0226,147.2712,82.8,84,98,16.33
381,La Primavera,CO,2021-12-09 16:02:30,5.4906,-70.4092,90.25,46,76,11.86
382,Faanui,PF,2021-12-09 15:59:00,-16.4833,-151.75,79.93,77,78,12.57
383,Dubti,ET,2021-12-09 16:02:31,11.7361,41.0853,84.94,13,0,4.07
384,Kefamenanu,ID,2021-12-09 16:02:31,-9.4467,124.4781,73.54,91,100,1.39
385,Bam,IR,2021-12-09 16:01:56,29.106,58.357,60.13,17,100,4.05
386,Bafq,IR,2021-12-09 16:02:32,31.6128,55.4107,60.33,20,94,2.19
387,Isla Mujeres,MX,2021-12-09 16:02:32,21.2311,-86.731,84.25,70,14,10.71
388,Panzhihua,CN,2021-12-09 16:02:32,26.5851,101.7128,56.17,78,12,0.72
389,Ancud,CL,2021-12-09 15:59:24,-41.8697,-73.8203,80.22,61,0,6.24
390,Rabo De Peixe,PT,2021-12-09 16:02:33,37.8,-25.5833,63.91,59,40,5.75
391,Maceio,BR,2021-12-09 16:00:17,-9.6658,-35.7353,84.56,68,24,14.36
392,Wau,SS,2021-12-09 16:00:05,7.7029,27.9953,87.21,21,0,5.53
393,North Bend,US,2021-12-09 16:02:33,43.4065,-124.2243,39.85,99,75,8.05
394,Grindavik,IS,2021-12-09 15:59:55,63.8424,-22.4338,36.07,87,75,0.0
395,Kasongo-Lunda,CD,2021-12-09 16:02:34,-6.4667,16.8167,77.22,91,93,0.11
396,Yagodnoye,RU,2021-12-09 16:02:34,62.55,149.6667,-42.83,91,18,3.6
397,Van Wert,US,2021-12-09 16:02:34,40.8695,-84.5841,36.57,80,40,5.01
398,Los Llanos De Aridane,ES,2021-12-09 16:02:35,28.6585,-17.9182,64.15,68,75,18.01
399,Lubango,AO,2021-12-09 16:02:35,-14.9172,13.4925,73.38,48,92,2.62
400,Zurrieq,MT,2021-12-09 16:02:35,35.8311,14.4742,54.97,71,20,11.5
401,Adelaide,AU,2021-12-09 16:00:01,-34.9333,138.6,55.42,75,20,1.01
402,Mackay,AU,2021-12-09 15:57:42,-21.15,149.2,78.78,83,40,5.75
403,Trinidad,BO,2021-12-09 16:02:36,-14.8333,-64.9,85.26,70,100,2.64
404,San Quintin,MX,2021-12-09 16:02:36,30.4833,-115.95,60.94,76,80,0.98
405,Rantepao,ID,2021-12-09 16:02:36,-2.9701,119.8978,67.3,97,57,3.02
406,Azamgarh,IN,2021-12-09 16:01:23,26.06,83.1861,66.94,42,0,3.96
407,Mazamari,PE,2021-12-09 16:02:37,-11.3258,-74.5308,81.41,78,100,1.34
408,Kazachinskoye,RU,2021-12-09 16:02:37,57.6953,93.2761,6.69,92,100,13.94
409,Bandar-E Lengeh,IR,2021-12-09 16:02:38,26.5579,54.8807,74.5,44,98,4.74
410,Ylivieska,FI,2021-12-09 16:02:38,64.0833,24.55,13.37,95,100,6.91
411,Manta,EC,2021-12-09 16:02:38,-0.95,-80.7333,79.5,66,100,7.99
412,Sitges,ES,2021-12-09 16:01:32,41.2351,1.8119,54.07,58,100,4.0
413,Rio Claro,BR,2021-12-09 16:02:39,-22.4114,-47.5614,75.79,36,0,6.89
414,Simao,CN,2021-12-09 16:02:39,22.7886,100.9748,54.14,91,20,2.68
415,Mahanje,TZ,2021-12-09 16:02:39,-9.9333,35.3333,70.77,69,69,3.29
416,Bonavista,CA,2021-12-09 16:02:40,48.6499,-53.1147,35.11,98,100,33.35
417,Mananjary,MG,2021-12-09 16:02:40,-21.2167,48.3333,79.11,73,23,10.04
418,Adre,TD,2021-12-09 16:02:40,13.4667,22.2,78.96,16,0,8.97
419,Mozarlandia,BR,2021-12-09 16:02:41,-14.7447,-50.5706,88.43,52,100,5.12
420,Anloga,GH,2021-12-09 16:02:41,5.7947,0.8973,84.33,69,4,10.74
421,Moyale,KE,2021-12-09 16:02:41,3.5167,39.0584,72.39,58,58,8.01
422,Mantua,IT,2021-12-09 16:02:42,45.1667,10.7833,42.44,89,100,1.01
423,Karabash,RU,2021-12-09 16:02:42,55.4808,60.2157,20.8,67,99,5.82
424,Dali,CN,2021-12-09 16:02:42,25.7,100.1833,48.52,81,6,4.99
425,Kitama,TZ,2021-12-09 16:02:43,-10.7167,39.7333,78.53,66,35,8.19
426,Yokadouma,CM,2021-12-09 16:02:43,3.5167,15.05,88.41,37,39,3.04
427,Ponta Delgada,PT,2021-12-09 16:00:25,37.7333,-25.6667,65.12,59,40,5.75
428,Prince Rupert,CA,2021-12-09 16:02:43,54.3161,-130.3201,33.89,93,90,5.75
429,Eloi Mendes,BR,2021-12-09 16:02:44,-21.61,-45.5653,75.61,53,36,5.77
430,Mayo,US,2021-12-09 15:59:27,38.8876,-76.5119,42.91,54,76,1.01
431,Bowen,AU,2021-12-09 16:02:44,-20.0167,148.2333,80.51,75,43,6.71
432,Algodones,MX,2021-12-09 16:02:45,20.3888,-105.4773,66.74,37,24,0.76
433,Isiro,CD,2021-12-09 16:02:45,2.7739,27.616,75.78,65,85,1.36
434,Roebourne,AU,2021-12-09 16:02:45,-20.7833,117.1333,89.64,46,79,4.99
435,Kununurra,AU,2021-12-09 16:02:46,-15.7667,128.7333,80.58,89,100,0.0
436,Takoradi,GH,2021-12-09 15:59:39,4.8845,-1.7554,83.3,73,7,9.35
437,Atyrau,KZ,2021-12-09 16:02:46,47.1167,51.8833,41.02,65,75,20.13
438,Bonfim,BR,2021-12-09 16:02:46,3.0833,-59.95,89.65,53,61,4.59
439,Cruz Alta,BR,2021-12-09 16:02:47,-28.6386,-53.6064,81.81,32,0,7.0
440,Mvuma,ZW,2021-12-09 16:02:47,-19.2792,30.5283,82.36,28,68,9.86
441,Northampton,US,2021-12-09 16:02:47,40.8754,-75.2499,35.76,56,79,1.01
442,Broome,US,2021-12-09 16:00:31,42.2506,-75.833,31.46,74,40,5.99
443,Praia Da Vitoria,PT,2021-12-09 16:02:48,38.7333,-27.0667,63.75,66,18,2.62
444,Krini,GR,2021-12-09 16:02:48,39.387,22.3509,58.33,74,36,3.29
445,Entre Rios,BR,2021-12-09 16:02:48,-11.9419,-38.0844,87.08,55,100,7.09
446,Diu,IN,2021-12-09 16:02:49,20.7141,70.9822,75.45,59,0,4.12
447,Makueni,KE,2021-12-09 16:02:49,-1.8041,37.6203,63.93,96,46,3.4
448,Bajil,YE,2021-12-09 16:02:50,15.0584,43.2851,80.92,59,11,4.97
449,Broken Hill,AU,2021-12-09 15:59:58,-31.95,141.4333,62.31,45,18,12.66
450,Baherden,TM,2021-12-09 16:02:50,38.4362,57.4316,57.11,31,0,1.59
451,Krasnoselkup,RU,2021-12-09 16:02:51,65.7,82.4667,-6.93,97,34,11.48
452,Olinda,BR,2021-12-09 16:02:51,-8.0089,-34.8553,84.47,66,96,12.06
453,Ust-Kuyga,RU,2021-12-09 16:02:51,70.0167,135.6,-41.08,100,85,6.24
454,San Policarpo,PH,2021-12-09 16:02:52,12.1791,125.5072,80.15,84,100,20.0
455,Mazagao,BR,2021-12-09 16:02:52,-0.115,-51.2894,89.65,56,99,3.76
456,Fare,PF,2021-12-09 15:59:05,-16.7,-151.0167,80.47,70,97,13.82
457,Vila Velha,BR,2021-12-09 16:02:53,-20.3297,-40.2925,72.95,83,100,7.0
458,Abu Samrah,SY,2021-12-09 16:02:53,35.3029,37.1841,55.89,67,50,7.81
459,Nanga Eboko,CM,2021-12-09 16:02:53,4.6833,12.3667,86.52,34,13,1.97
460,Port-Cartier,CA,2021-12-09 16:02:54,50.0334,-66.8654,6.75,66,7,10.98
461,Tiarei,PF,2021-12-09 16:02:54,-17.5333,-149.3333,77.02,69,99,11.32
462,Suicheng,CN,2021-12-09 16:02:54,33.8963,117.9331,46.56,68,0,2.82
463,Tezu,IN,2021-12-09 16:02:55,27.9167,96.1667,64.29,51,26,4.38
464,Salalah,OM,2021-12-09 16:00:19,17.0151,54.0924,75.43,64,0,1.25
465,Te Anau,NZ,2021-12-09 16:02:55,-45.4167,167.7167,48.87,92,63,1.01
466,Ternate,ID,2021-12-09 16:02:55,0.8,127.4,81.68,80,37,8.84
467,Gampaha,LK,2021-12-09 16:02:56,7.0897,79.9925,82.33,69,20,3.44
468,Tilichiki,RU,2021-12-09 16:02:56,60.4667,166.1,-16.58,92,40,7.31
469,Chifeng,CN,2021-12-09 16:02:56,42.2683,118.9636,31.21,69,21,6.87
470,Innisfail,AU,2021-12-09 16:02:57,-17.5333,146.0333,76.57,90,63,2.55
471,Pustoshka,RU,2021-12-09 16:02:57,56.3355,29.369,12.74,84,5,9.46
472,Tsumeb,NA,2021-12-09 16:02:57,-19.2333,17.7167,85.21,32,58,6.76
473,Arman,RU,2021-12-09 15:59:25,59.7,150.1667,-12.75,74,97,7.0
474,Port Hardy,CA,2021-12-09 16:00:15,50.6996,-127.4199,37.76,100,75,9.22
475,Alcaniz,ES,2021-12-09 16:02:58,41.05,-0.1333,55.74,74,100,19.77
476,Khanpur,PK,2021-12-09 16:02:58,28.6453,70.6567,65.21,25,0,6.26
477,Egvekinot,RU,2021-12-09 16:02:59,66.3167,-179.1667,-11.4,85,100,10.96
478,Loanda,AO,2021-12-09 16:00:11,-8.8368,13.2343,79.41,81,16,14.99
479,Havoysund,NO,2021-12-09 16:02:59,70.9963,24.6622,22.08,87,93,12.12
480,Tucuman,AR,2021-12-09 15:59:11,-26.8241,-65.2226,78.8,65,75,10.36
481,Homer,US,2021-12-09 16:02:59,59.6425,-151.5483,30.09,85,90,9.22
482,Damaturu,NG,2021-12-09 16:03:00,11.747,11.9608,88.66,13,6,9.13
483,Alofi,NU,2021-12-09 15:59:33,-19.0595,-169.9187,73.29,94,99,3.44
484,Neryungri,RU,2021-12-09 16:03:00,56.6709,124.6491,-13.56,99,81,3.44
485,Dolores,AR,2021-12-09 16:03:00,-36.3132,-57.6792,82.24,33,90,15.48
486,Vila Franca Do Campo,PT,2021-12-09 16:03:01,37.7167,-25.4333,64.81,58,58,1.86
487,Saint-Francois,FR,2021-12-09 16:03:01,46.4154,3.9054,40.44,70,0,3.44
488,Soanierana Ivongo,MG,2021-12-09 16:03:01,-16.9167,49.5833,76.12,79,100,1.95
489,Gazojak,TM,2021-12-09 16:03:02,41.1875,61.4036,48.76,41,10,16.37
490,Dedza,MW,2021-12-09 16:03:02,-14.3779,34.3332,71.74,44,52,3.09
491,Dunedin,NZ,2021-12-09 16:03:02,-45.8742,170.5036,54.81,65,100,4.0
492,San Lazaro,BZ,2021-12-09 15:59:11,18.0387,-88.6622,83.91,83,96,9.26
493,Ornskoldsvik,SE,2021-12-09 16:00:00,63.2909,18.7153,33.62,93,90,12.66
494,Bien Hoa,VN,2021-12-09 15:59:25,10.95,106.8167,78.78,85,61,4.76
495,Saint-Pierre,RE,2021-12-09 16:03:03,-21.3393,55.4781,80.28,78,90,3.44
496,Moron,AR,2021-12-09 16:00:38,-34.6534,-58.6198,83.01,56,100,3.0
497,Isangel,VU,2021-12-09 16:03:03,-19.55,169.2667,77.97,87,1,6.71
498,Sanary-Sur-Mer,FR,2021-12-09 16:03:04,43.1178,5.8001,50.85,57,1,5.99
499,Paramonga,PE,2021-12-09 16:03:04,-10.6667,-77.8333,70.61,76,99,9.01
500,Seoul,KR,2021-12-09 16:00:12,37.5683,126.9778,44.04,57,99,3.13
501,Qasigiannguit,GL,2021-12-09 16:03:04,68.8193,-51.1922,25.05,69,19,7.2
502,Burns Lake,CA,2021-12-09 16:03:05,54.2331,-125.7533,21.02,89,100,3.67
503,Jerome,US,2021-12-09 16:02:35,42.7241,-114.5186,33.35,75,1,16.11
504,Copiapo,CL,2021-12-09 16:03:05,-27.3667,-70.3333,78.13,36,3,6.6
505,Kavaratti,IN,2021-12-09 15:59:15,10.5669,72.642,82.0,72,11,9.01
506,Sangar,RU,2021-12-09 16:03:06,63.9242,127.4739,-15.93,98,100,2.93
507,Khandyga,RU,2021-12-09 16:03:06,62.6667,135.6,-13.9,100,100,2.33
508,Mayumba,GA,2021-12-09 16:03:06,-3.432,10.6554,80.55,84,66,5.41
509,Weyburn,CA,2021-12-09 16:03:07,49.6668,-103.8511,19.18,83,48,10.4
510,Devonport,AU,2021-12-09 16:03:07,-41.1667,146.35,52.09,82,53,2.53
511,Jertih,MY,2021-12-09 16:03:07,5.7336,102.4897,75.87,86,85,0.81
512,Balakhta,RU,2021-12-09 16:03:08,55.38,91.6,7.84,78,100,13.82
513,Soyo,AO,2021-12-09 16:03:08,-6.1349,12.3689,81.52,82,49,10.89
514,Xinqing,CN,2021-12-09 16:03:08,48.2333,129.5,23.29,95,100,2.46
515,Kaitong,CN,2021-12-09 16:03:09,44.8135,123.15,32.74,92,100,9.64
516,Bambari,CF,2021-12-09 16:03:09,5.768,20.6757,90.32,22,1,4.36
517,Sosnogorsk,RU,2021-12-09 16:03:09,63.6023,53.8817,11.64,97,100,0.94
518,Nhulunbuy,AU,2021-12-09 16:03:10,-12.2333,136.7667,79.41,83,79,0.0
519,Sabha,LY,2021-12-09 16:03:10,27.0377,14.4283,60.1,14,1,4.92
520,Bahia Blanca,AR,2021-12-09 16:00:09,-38.7196,-62.2724,67.46,57,98,0.54
521,Eureka,US,2021-12-09 16:03:10,40.8021,-124.1637,43.63,86,6,15.3
522,Piquete,BR,2021-12-09 16:03:11,-22.6136,-45.1761,83.08,61,59,3.42
523,Isagarh,IN,2021-12-09 16:03:11,24.8333,77.8833,60.6,43,34,6.44
524,Juybar,IR,2021-12-09 16:03:11,36.6412,52.9124,58.59,59,0,1.43
525,Daniel Flores,CR,2021-12-09 16:03:12,9.3355,-83.6694,83.77,56,2,2.73
526,Puerto Del Rosario,ES,2021-12-09 16:03:13,28.5004,-13.8627,69.48,64,75,25.32
527,Ojinaga,MX,2021-12-09 16:03:13,29.5667,-104.4167,63.55,34,1,0.0
528,Kushmurun,KZ,2021-12-09 16:03:13,52.4503,64.6311,8.38,83,96,5.53
529,Diamantino,BR,2021-12-09 16:03:13,-14.4086,-56.4461,91.63,49,87,3.74
530,Atagay,RU,2021-12-09 16:03:14,55.1033,99.3875,11.95,73,100,8.66
531,Banjar,ID,2021-12-09 16:03:14,-8.19,114.9675,82.26,89,24,6.4
532,Puerto Cabezas,NI,2021-12-09 16:03:15,14.0351,-83.3888,79.39,84,73,12.26
533,Lima,PE,2021-12-09 16:00:02,-12.0432,-77.0282,67.14,76,100,7.65
534,Oktyabrskoye,RU,2021-12-09 16:03:15,43.0645,44.7417,44.74,93,90,4.47
535,Mujiayingzi,CN,2021-12-09 16:03:15,42.1167,118.7833,29.91,69,45,6.71
536,Kodinsk,RU,2021-12-09 16:03:16,58.6881,99.1844,3.67,93,100,12.17
537,Gramalote,CO,2021-12-09 16:03:16,7.8875,-72.7975,72.23,63,97,5.26
538,Tari,NG,2021-12-09 16:03:17,12.4086,4.4914,90.61,9,3,8.43
539,Iroquois Falls,CA,2021-12-09 16:03:17,48.7669,-80.6831,1.62,91,96,6.11
540,Abohar,IN,2021-12-09 16:03:17,30.15,74.1833,61.29,28,0,4.07
541,Katsina,NG,2021-12-09 16:03:18,12.9894,7.6006,85.21,11,13,9.53
542,Kitimat,CA,2021-12-09 16:03:18,54.0524,-128.6534,35.91,49,100,3.65
543,Aktash,RU,2021-12-09 16:03:18,50.3,87.7333,-16.37,91,82,2.77
544,Dakar,SN,2021-12-09 16:01:49,14.6937,-17.4441,97.68,61,42,15.28
545,Paamiut,GL,2021-12-09 15:59:09,61.994,-49.6678,27.7,86,100,15.43
546,Chimoio,MZ,2021-12-09 16:03:19,-19.1164,33.4833,82.9,41,58,10.94
547,Plettenberg Bay,ZA,2021-12-09 16:03:19,-34.0527,23.3716,66.47,92,88,7.83
548,Porto Santo,PT,2021-12-09 16:03:20,33.072,-16.3415,64.78,72,40,11.5
549,Serebryanyy Bor,RU,2021-12-09 16:03:20,56.8,124.8,-15.75,100,88,1.92
550,Lata,PT,2021-12-09 16:03:20,40.1629,-8.3327,57.07,88,100,8.68
551,Aykhal,RU,2021-12-09 16:03:21,66.0,111.5,-10.08,93,100,21.54
552,Portmore,JM,2021-12-09 16:03:21,17.9702,-76.8672,85.96,61,0,3.11
553,Chufarovo,RU,2021-12-09 16:03:21,54.0963,47.3367,31.8,84,100,2.55
554,Laguna,US,2021-12-09 15:59:13,38.421,-121.4238,51.03,96,90,4.61
555,Verkhoyansk,RU,2021-12-09 16:03:22,67.5447,133.385,-43.69,100,84,2.01
556,Ostrovnoy,RU,2021-12-09 15:59:45,68.0531,39.5131,15.42,93,100,5.73
557,Merauke,ID,2021-12-09 16:03:22,-8.4667,140.3333,77.09,90,100,5.86
