City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
136,Fairbanks,US,2021-12-09 16:00:03,64.8378,-147.7164,12.16,79,90,4.61
137,Jupiter,US,2021-12-09 16:01:21,26.9342,-80.0942,82.06,91,7,5.01
138,Olafsvik,IS,2021-12-09 16:01:22,64.8945,-23.7142,36.37,81,99,17.81
139,Luderitz,NA,2021-12-09 16:01:22,-26.6481,15.1594,69.85,62,0,18.77
140,Shahr-E Babak,IR,2021-12-09 16:01:22,30.1165,55.1186,51.57,19,9,3.85
141,Mehamn,NO,2021-12-09 16:00:12,71.0357,27.8492,21.38,96,85,12.26
142,Trujillo,PE,2021-12-09 16:01:23,-8.116,-79.03,73.35,73,66,8.68
143,Zyryanka,RU,2021-12-09 16:01:23,65.75,150.85,-44.37,98,79,5.26
144,Kyra,RU,2021-12-09 16:01:24,49.5776,111.9753,12.63,88,91,1.36
145,Scarborough,GB,2021-12-09 16:00:09,54.2797,-0.4044,42.53,87,100,1.99
146,Asifabad,IN,2021-12-09 16:01:24,19.3667,79.2833,72.84,57,0,4.34
147,Wattegama,LK,2021-12-09 16:01:25,6.7989,81.4808,74.32,88,52,4.03
148,Nizwa,OM,2021-12-09 16:01:25,22.9333,57.5333,69.17,28,1,3.91
149,Arraial Do Cabo,BR,2021-12-09 15:58:48,-22.9661,-42.0278,76.96,73,20,13.8
150,Tiksi,RU,2021-12-09 15:59:17,71.6872,128.8694,-14.89,95,100,7.29
151,Taoudenni,ML,2021-12-09 16:01:25,22.6783,-3.9836,76.08,8,100,13.56
152,Ribeira Grande,PT,2021-12-09 16:01:26,38.5167,-28.7,64.8,59,75,0.0
153,Nikolskoye,RU,2021-12-09 15:59:10,59.7035,30.7861,6.69,100,66,3.0
154,Monroe,US,2021-12-09 16:01:26,43.1501,-77.6831,31.62,69,90,0.0
155,Provideniya,RU,2021-12-09 15:58:57,64.3833,-173.3,-1.91,97,91,17.0
156,Iralaya,HN,2021-12-09 16:01:27,15.0,-83.2333,82.17,72,59,13.91
157,Rehoboth,NA,2021-12-09 16:01:27,-23.3167,17.0833,92.19,10,89,17.31
158,Vostok,RU,2021-12-09 16:00:22,46.4856,135.8833,19.36,83,100,4.9
159,Siloam Springs,US,2021-12-09 15:59:48,36.1881,-94.5405,60.46,79,43,11.01
160,Mount Gambier,AU,2021-12-09 15:58:51,-37.8333,140.7667,53.51,76,90,9.22
161,Port Maria,JM,2021-12-09 16:01:28,18.3685,-76.8895,85.96,78,4,10.04
162,Vestmannaeyjar,IS,2021-12-09 16:01:28,63.4427,-20.2734,32.99,99,90,8.05
163,Taganak,PH,2021-12-09 16:01:28,6.0833,118.3,81.57,81,100,11.07
164,Kruisfontein,ZA,2021-12-09 15:58:47,-34.0033,24.7314,66.88,89,90,11.41
165,Ardabil,IR,2021-12-09 16:01:29,38.2498,48.2933,45.39,58,15,16.02
166,Airai,TL,2021-12-09 15:59:42,-8.9266,125.4092,61.61,92,100,0.38
167,Saint George,US,2021-12-09 16:01:09,37.1041,-113.5841,52.27,72,90,3.0
168,Rio Bueno,CL,2021-12-09 16:01:29,-40.3167,-72.9667,75.11,38,0,7.23
169,Talladega,US,2021-12-09 16:01:30,33.4359,-86.1058,49.68,94,1,0.0
170,Haines Junction,CA,2021-12-09 16:01:30,60.7522,-137.5108,-11.97,100,82,1.19
171,Chuy,UY,2021-12-09 16:01:30,-33.6971,-53.4616,73.51,53,96,12.39
172,Lebu,CL,2021-12-09 15:58:56,-37.6167,-73.65,63.45,68,0,17.76
173,Ponta Do Sol,PT,2021-12-09 16:00:15,32.6667,-17.1,68.13,58,49,5.91
174,Ambon,ID,2021-12-09 15:58:59,-3.6954,128.1814,77.14,94,40,6.91
175,Kapaa,US,2021-12-09 15:58:49,22.0752,-159.319,73.11,59,71,16.15
176,Makiyivka,UA,2021-12-09 16:01:31,48.0478,37.9258,45.18,75,100,4.05
177,Simbahan,PH,2021-12-09 16:01:31,6.3032,120.5836,82.17,83,100,19.55
178,Havre-Saint-Pierre,CA,2021-12-09 16:00:26,50.2334,-63.5986,15.31,56,100,13.35
179,East London,ZA,2021-12-09 15:58:52,-33.0153,27.9116,72.54,94,20,11.5
180,Zemio,CF,2021-12-09 16:01:32,5.0314,25.1361,84.04,29,0,3.8
181,Thompson,CA,2021-12-09 15:59:00,55.7435,-97.8558,1.56,78,90,6.91
182,Sarahan,IN,2021-12-09 16:01:32,31.5167,77.8,34.36,38,0,9.91
183,Dayong,CN,2021-12-09 16:01:33,25.0209,118.2898,66.88,79,0,4.09
184,Sabang,ID,2021-12-09 16:01:33,5.8933,95.3214,82.45,73,100,17.36
185,Hamilton,US,2021-12-09 15:58:05,39.1834,-84.5333,39.24,74,100,1.99
186,Sioux Lookout,CA,2021-12-09 16:01:33,50.1001,-91.917,23.38,86,90,13.8
187,Phangnga,TH,2021-12-09 16:01:34,8.4509,98.5298,80.64,90,90,5.12
188,Ferme-Neuve,CA,2021-12-09 16:01:34,46.7001,-75.4493,17.94,73,70,4.47
189,Cururupu,BR,2021-12-09 16:01:34,-1.8283,-44.8683,91.35,49,76,8.3
190,Sokoni,TZ,2021-12-09 16:00:30,-6.4333,39.55,81.18,75,8,10.76
191,Coquimbo,CL,2021-12-09 15:59:02,-29.9533,-71.3436,62.33,77,90,6.91
192,Husavik,IS,2021-12-09 16:00:15,66.0449,-17.3389,30.02,89,100,8.01
193,Abbeville,FR,2021-12-09 15:58:56,50.1,1.8333,46.36,88,100,10.29
194,Krylovskaya,RU,2021-12-09 16:01:35,46.3194,39.9711,48.7,75,100,7.83
195,Hammerfest,NO,2021-12-09 16:01:36,70.6634,23.6821,21.65,73,75,12.66
196,Mandalgovi,MN,2021-12-09 15:58:54,45.7625,106.2708,17.82,59,8,7.72
197,Srivardhan,IN,2021-12-09 16:01:36,18.0333,73.0167,78.19,65,0,6.4
198,Zhangye,CN,2021-12-09 16:01:36,38.9342,100.4517,31.59,45,99,7.94
199,Cananeia,BR,2021-12-09 16:01:03,-25.0147,-47.9267,76.42,57,2,11.1
200,Flinders,AU,2021-12-09 15:59:32,-34.5833,150.8552,63.18,94,93,6.02
201,Ossora,RU,2021-12-09 16:01:37,59.2353,163.0719,-8.01,87,8,5.57
202,Balkhash,KZ,2021-12-09 16:01:37,46.844,74.9804,17.51,59,0,11.54
203,Gboko,NG,2021-12-09 16:01:37,7.3179,8.9951,94.86,13,4,9.35
204,Lavrentiya,RU,2021-12-09 15:59:37,65.5833,-171.0,-6.2,89,100,11.45
205,Hobyo,SO,2021-12-09 16:01:38,5.3505,48.5268,78.98,66,5,19.48
206,Elk Point,US,2021-12-09 16:01:38,42.6833,-96.6836,43.34,51,29,13.89
207,Belokurikha,RU,2021-12-09 16:01:39,51.9959,84.9896,-2.07,94,72,4.7
208,Alta Floresta,BR,2021-12-09 16:01:39,-9.8756,-56.0861,80.65,86,97,4.27
209,Dongsheng,CN,2021-12-09 15:59:59,39.8161,109.9776,29.34,50,99,4.59
210,Tambopata,PE,2021-12-09 16:01:39,-12.7333,-69.1833,75.0,95,100,2.39
211,Sijunjung,ID,2021-12-09 16:01:40,-0.6876,100.9537,73.63,97,100,1.52
212,Babu,CN,2021-12-09 16:01:40,24.4167,111.5167,57.15,70,0,3.13
213,Sayyan,YE,2021-12-09 16:01:40,15.1718,44.3244,52.21,16,0,4.45
214,Benghazi,LY,2021-12-09 16:00:03,32.1167,20.0667,64.58,45,36,19.75
215,Kashi,CN,2021-12-09 16:01:41,39.4547,75.9797,39.22,16,0,5.48
216,Port Elizabeth,ZA,2021-12-09 16:00:16,-33.918,25.5701,69.1,91,58,10.07
217,Ruteng,ID,2021-12-09 16:01:41,-8.6136,120.4721,64.15,91,85,0.96
218,Khalkhal,IR,2021-12-09 16:01:41,37.6189,48.5258,37.67,79,68,9.82
219,Lalmohan,BD,2021-12-09 16:01:42,22.3384,90.7419,73.83,63,100,9.35
220,Mersing,MY,2021-12-09 16:01:42,2.4312,103.8405,80.06,81,99,13.82
221,Great Bend,US,2021-12-09 16:01:43,38.3645,-98.7648,57.33,37,1,7.0
222,Houma,US,2021-12-09 16:01:32,29.5958,-90.7195,70.0,94,100,8.34
223,San Cristobal,VE,2021-12-09 16:01:43,7.7669,-72.225,82.4,49,100,3.4
224,Antofagasta,CL,2021-12-09 16:01:44,-23.65,-70.4,72.21,51,28,9.26
225,Sola,VU,2021-12-09 16:01:44,-13.8833,167.55,81.34,78,92,4.85
226,Suraabad,AZ,2021-12-09 16:01:45,40.8192,49.4687,50.18,84,41,6.46
227,Grabouw,ZA,2021-12-09 16:01:45,-34.1515,19.0151,69.73,77,79,10.6
228,Vanimo,PG,2021-12-09 16:01:46,-2.6741,141.3028,78.37,90,100,7.07
229,Mahebourg,MU,2021-12-09 15:58:53,-20.4081,57.7,80.89,65,20,8.05
230,Svetlogorsk,BY,2021-12-09 16:01:46,52.6333,29.7333,29.16,95,100,11.18
231,Vao,NC,2021-12-09 16:00:25,-22.6667,167.4833,77.86,82,9,14.29
232,Siuri,IN,2021-12-09 16:01:47,23.9167,87.5333,64.62,41,12,2.28
233,Dalbandin,PK,2021-12-09 16:01:22,28.8947,64.4101,55.2,21,3,4.63
234,Nouakchott,MR,2021-12-09 16:01:47,18.0858,-15.9785,85.93,23,99,14.27
235,Rocha,UY,2021-12-09 15:59:38,-34.4833,-54.3333,76.62,46,70,13.96
236,Itarema,BR,2021-12-09 16:01:48,-2.9248,-39.9167,89.6,57,88,19.8
237,Khatanga,RU,2021-12-09 15:59:41,71.9667,102.5,-7.02,99,100,7.92
238,Port Blair,IN,2021-12-09 16:00:16,11.6667,92.75,79.39,72,85,10.45
239,Aklavik,CA,2021-12-09 16:01:48,68.2191,-135.0107,-10.82,99,32,7.09
240,Springbok,ZA,2021-12-09 16:01:49,-29.6643,17.8865,73.51,35,0,15.01
241,Christchurch,NZ,2021-12-09 15:59:27,-43.5333,172.6333,59.2,89,90,8.05
242,Riyadh,SA,2021-12-09 15:57:44,24.6877,46.7219,71.74,23,61,7.29
243,Bubaque,GW,2021-12-09 16:01:49,11.2833,-15.8333,82.78,59,4,9.24
244,Kaeo,NZ,2021-12-09 16:00:09,-35.1,173.7833,62.33,94,100,1.23
245,Dessau,DE,2021-12-09 16:01:50,51.8386,12.2456,36.99,88,99,3.02
246,Tuatapere,NZ,2021-12-09 16:01:50,-46.1333,167.6833,49.82,92,37,2.46
247,Hithadhoo,MV,2021-12-09 15:59:50,-0.6,73.0833,81.95,78,100,11.7
248,Gamba,GA,2021-12-09 16:01:51,-2.65,10.0,80.78,81,70,7.0
249,Koungou,YT,2021-12-09 16:01:51,-12.7336,45.2042,78.51,83,0,1.14
250,Grand-Santi,GF,2021-12-09 16:01:51,4.25,-54.3833,85.6,64,95,3.94
251,Mkushi,ZM,2021-12-09 16:01:52,-13.6202,29.3939,83.44,27,62,7.09
252,Ramnagar,IN,2021-12-09 16:01:52,29.4,79.1167,57.06,66,0,4.18
253,Gat,IL,2021-12-09 16:01:52,31.61,34.7642,60.82,100,52,2.39
254,Kavieng,PG,2021-12-09 16:01:53,-2.5744,150.7967,82.42,79,95,14.88
255,Volax,GR,2021-12-09 16:01:53,41.3167,24.0,46.47,87,85,3.15
256,Adrar,MR,2021-12-09 16:00:29,20.5022,-10.0711,76.53,7,100,14.83
257,San Pedro De Macoris,DO,2021-12-09 16:01:53,18.4616,-69.2972,83.48,52,0,9.64
258,Ormond Beach,US,2021-12-09 15:59:22,29.2858,-81.0559,74.16,74,75,0.0
259,Saint-Georges,GD,2021-12-09 16:00:09,12.0564,-61.7485,82.58,70,7,15.32
260,Neuquen,AR,2021-12-09 15:59:16,-38.9516,-68.0591,64.29,39,0,5.75
261,Nuevo Progreso,MX,2021-12-09 16:01:54,23.1667,-97.95,80.55,72,6,3.0
262,Betsiamites,CA,2021-12-09 16:01:54,48.9413,-68.646,9.77,69,97,7.92
263,Voh,NC,2021-12-09 16:01:55,-20.9667,164.7,76.42,87,0,3.42
264,Mirzapur,IN,2021-12-09 16:01:55,25.15,82.5833,66.16,46,10,3.65
265,Lagoa,PT,2021-12-09 15:59:52,39.05,-27.9833,62.22,61,100,9.15
266,Monrovia,LR,2021-12-09 15:59:07,6.3005,-10.7969,91.17,69,23,12.06
267,Kailua,US,2021-12-09 16:01:56,21.4022,-157.7394,75.15,71,85,20.74
268,Kihei,US,2021-12-09 16:01:56,20.785,-156.4656,75.85,80,21,8.34
269,Hasaki,JP,2021-12-09 15:59:36,35.7333,140.8333,41.4,65,92,20.07
270,Kushiro,JP,2021-12-09 16:01:56,42.975,144.3747,36.05,75,5,3.47
271,Ust-Koksa,RU,2021-12-09 16:01:57,50.2696,85.6108,-5.12,85,56,0.96
272,Datia,IN,2021-12-09 16:01:57,25.6667,78.4667,61.61,43,0,5.93
273,Bilibino,RU,2021-12-09 15:59:12,68.0546,166.4372,-42.79,100,99,0.83
274,Ahipara,NZ,2021-12-09 16:01:58,-35.1667,173.1667,60.78,91,100,2.42
275,Aasiaat,GL,2021-12-09 16:01:58,68.7098,-52.8699,2.55,90,65,7.34
276,Ilek,RU,2021-12-09 16:01:58,51.5271,53.3831,26.71,71,100,13.62
277,Marshall,US,2021-12-09 16:01:59,34.3834,-86.3333,52.57,70,1,1.01
278,Constitucion,CL,2021-12-09 16:01:59,-35.3333,-72.4167,65.86,70,10,8.77
279,Along,IN,2021-12-09 16:01:59,28.1667,94.7667,57.85,76,2,1.81
280,Kandrian,PG,2021-12-09 16:02:00,-6.2167,149.55,78.96,88,100,6.82
281,Mount Isa,AU,2021-12-09 16:02:00,-20.7333,139.5,78.57,15,30,12.66
282,Samarai,PG,2021-12-09 16:02:00,-10.6167,150.6667,81.41,79,100,15.57
283,Esil,KZ,2021-12-09 16:02:00,51.9556,66.4042,10.87,75,99,9.01
284,La Paz Centro,NI,2021-12-09 16:02:01,12.34,-86.6753,86.85,45,4,11.48
285,Boyuibe,BO,2021-12-09 16:02:01,-20.4167,-63.2833,89.01,34,73,5.44
286,Camacha,PT,2021-12-09 16:02:02,33.0833,-16.3333,62.02,72,40,11.5
287,Charlestown,AU,2021-12-09 15:59:32,-32.95,151.6667,64.81,94,44,3.0
288,Kodiak,US,2021-12-09 15:58:28,57.79,-152.4072,33.31,86,90,4.61
289,Torbay,CA,2021-12-09 15:59:23,47.6666,-52.7314,35.58,97,90,25.32
290,Iberia,US,2021-12-09 16:02:02,29.9502,-91.7507,70.99,94,90,9.22
291,Sungaipenuh,ID,2021-12-09 16:02:03,-2.0833,101.3833,65.35,98,100,1.03
292,Teguise,ES,2021-12-09 16:00:32,29.0605,-13.564,66.42,56,40,25.32
293,Sobolevo,RU,2021-12-09 16:02:03,54.4299,31.8996,18.79,91,69,12.1
294,Nosy Varika,MG,2021-12-09 16:02:03,-20.5833,48.5333,79.0,75,56,8.19
